timestamp,SYM_H_index
2024-05-12 16:57:00+00:00,-104
2024-05-12 16:58:00+00:00,-104
2024-05-12 16:59:00+00:00,-104
2024-05-12 17:00:00+00:00,-104
2024-05-12 17:01:00+00:00,-103
2024-05-12 17:02:00+00:00,-103
2024-05-12 17:03:00+00:00,-103
2024-05-12 17:04:00+00:00,-103
2024-05-12 17:05:00+00:00,-103
2024-05-12 17:06:00+00:00,-103
2024-05-12 17:07:00+00:00,-103
2024-05-12 17:08:00+00:00,-103
2024-05-12 17:09:00+00:00,-102
2024-05-12 17:10:00+00:00,-103
2024-05-12 17:11:00+00:00,-102
2024-05-12 17:12:00+00:00,-103
2024-05-12 17:13:00+00:00,-102
2024-05-12 17:14:00+00:00,-102
2024-05-12 17:15:00+00:00,-102
2024-05-12 17:16:00+00:00,-102
2024-05-12 17:17:00+00:00,-101
2024-05-12 17:18:00+00:00,-100
2024-05-12 17:19:00+00:00,-100
2024-05-12 17:20:00+00:00,-100
2024-05-12 17:21:00+00:00,-101
2024-05-12 17:22:00+00:00,-101
2024-05-12 17:23:00+00:00,-101
2024-05-12 17:24:00+00:00,-100
2024-05-12 17:25:00+00:00,-100
2024-05-12 17:26:00+00:00,-99
2024-05-12 17:27:00+00:00,-100
2024-05-12 17:28:00+00:00,-100
2024-05-12 17:29:00+00:00,-100
2024-05-12 17:30:00+00:00,-100
2024-05-12 17:31:00+00:00,-100
2024-05-12 17:32:00+00:00,-99
2024-05-12 17:33:00+00:00,-100
2024-05-12 17:34:00+00:00,-100
2024-05-12 17:35:00+00:00,-99
2024-05-12 17:36:00+00:00,-98
2024-05-12 17:37:00+00:00,-100
2024-05-12 17:38:00+00:00,-100
2024-05-12 17:39:00+00:00,-99
2024-05-12 17:40:00+00:00,-99
2024-05-12 17:41:00+00:00,-99
2024-05-12 17:42:00+00:00,-99
2024-05-12 17:43:00+00:00,-99
2024-05-12 17:44:00+00:00,-99
2024-05-12 17:45:00+00:00,-99
2024-05-12 17:46:00+00:00,-98
2024-05-12 17:47:00+00:00,-99
2024-05-12 17:48:00+00:00,-99
2024-05-12 17:49:00+00:00,-99
2024-05-12 17:50:00+00:00,-99
2024-05-12 17:51:00+00:00,-99
2024-05-12 17:52:00+00:00,-99
2024-05-12 17:53:00+00:00,-99
2024-05-12 17:54:00+00:00,-99
2024-05-12 17:55:00+00:00,-99
2024-05-12 17:56:00+00:00,-99
2024-05-12 17:57:00+00:00,-99
2024-05-12 17:58:00+00:00,-99
2024-05-12 17:59:00+00:00,-99
2024-05-12 18:00:00+00:00,-99
2024-05-12 18:01:00+00:00,-99
2024-05-12 18:02:00+00:00,-99
2024-05-12 18:03:00+00:00,-98
2024-05-12 18:04:00+00:00,-98
2024-05-12 18:05:00+00:00,-98
2024-05-12 18:06:00+00:00,-98
2024-05-12 18:07:00+00:00,-98
2024-05-12 18:08:00+00:00,-98
2024-05-12 18:09:00+00:00,-98
2024-05-12 18:10:00+00:00,-98
2024-05-12 18:11:00+00:00,-98
2024-05-12 18:12:00+00:00,-97
2024-05-12 18:13:00+00:00,-97
2024-05-12 18:14:00+00:00,-96
2024-05-12 18:15:00+00:00,-96
2024-05-12 18:16:00+00:00,-95
2024-05-12 18:17:00+00:00,-95
2024-05-12 18:18:00+00:00,-95
2024-05-12 18:19:00+00:00,-94
2024-05-12 18:20:00+00:00,-94
2024-05-12 18:21:00+00:00,-95
2024-05-12 18:22:00+00:00,-95
2024-05-12 18:23:00+00:00,-95
2024-05-12 18:24:00+00:00,-94
2024-05-12 18:25:00+00:00,-95
2024-05-12 18:26:00+00:00,-95
2024-05-12 18:27:00+00:00,-95
2024-05-12 18:28:00+00:00,-95
2024-05-12 18:29:00+00:00,-95
2024-05-12 18:30:00+00:00,-94
2024-05-12 18:31:00+00:00,-93
2024-05-12 18:32:00+00:00,-92
2024-05-12 18:33:00+00:00,-92
2024-05-12 18:34:00+00:00,-92
2024-05-12 18:35:00+00:00,-92
2024-05-12 18:36:00+00:00,-92
2024-05-12 18:37:00+00:00,-92
2024-05-12 18:38:00+00:00,-91
2024-05-12 18:39:00+00:00,-91
2024-05-12 18:40:00+00:00,-92
2024-05-12 18:41:00+00:00,-93
2024-05-12 18:42:00+00:00,-94
2024-05-12 18:43:00+00:00,-94
2024-05-12 18:44:00+00:00,-92
2024-05-12 18:45:00+00:00,-92
2024-05-12 18:46:00+00:00,-92
2024-05-12 18:47:00+00:00,-92
2024-05-12 18:48:00+00:00,-92
2024-05-12 18:49:00+00:00,-91
2024-05-12 18:50:00+00:00,-91
2024-05-12 18:51:00+00:00,-92
2024-05-12 18:52:00+00:00,-91
2024-05-12 18:53:00+00:00,-90
2024-05-12 18:54:00+00:00,-90
2024-05-12 18:55:00+00:00,-91
2024-05-12 18:56:00+00:00,-91
2024-05-12 18:57:00+00:00,-91
2024-05-12 18:58:00+00:00,-91
2024-05-12 18:59:00+00:00,-91
2024-05-12 19:00:00+00:00,-91
2024-05-12 19:01:00+00:00,-90
2024-05-12 19:02:00+00:00,-90
2024-05-12 19:03:00+00:00,-90
2024-05-12 19:04:00+00:00,-91
2024-05-12 19:05:00+00:00,-91
2024-05-12 19:06:00+00:00,-91
2024-05-12 19:07:00+00:00,-91
2024-05-12 19:08:00+00:00,-92
2024-05-12 19:09:00+00:00,-93
2024-05-12 19:10:00+00:00,-93
2024-05-12 19:11:00+00:00,-93
2024-05-12 19:12:00+00:00,-92
2024-05-12 19:13:00+00:00,-92
2024-05-12 19:14:00+00:00,-91
2024-05-12 19:15:00+00:00,-91
2024-05-12 19:16:00+00:00,-91
2024-05-12 19:17:00+00:00,-91
2024-05-12 19:18:00+00:00,-92
2024-05-12 19:19:00+00:00,-92
2024-05-12 19:20:00+00:00,-92
2024-05-12 19:21:00+00:00,-92
2024-05-12 19:22:00+00:00,-92
2024-05-12 19:23:00+00:00,-92
2024-05-12 19:24:00+00:00,-93
2024-05-12 19:25:00+00:00,-93
2024-05-12 19:26:00+00:00,-93
2024-05-12 19:27:00+00:00,-92
2024-05-12 19:28:00+00:00,-92
2024-05-12 19:29:00+00:00,-91
2024-05-12 19:30:00+00:00,-91
2024-05-12 19:31:00+00:00,-91
2024-05-12 19:32:00+00:00,-90
2024-05-12 19:33:00+00:00,-90
2024-05-12 19:34:00+00:00,-90
2024-05-12 19:35:00+00:00,-89
2024-05-12 19:36:00+00:00,-90
2024-05-12 19:37:00+00:00,-89
2024-05-12 19:38:00+00:00,-90
2024-05-12 19:39:00+00:00,-90
2024-05-12 19:40:00+00:00,-90
2024-05-12 19:41:00+00:00,-89
2024-05-12 19:42:00+00:00,-89
2024-05-12 19:43:00+00:00,-90
2024-05-12 19:44:00+00:00,-90
2024-05-12 19:45:00+00:00,-91
2024-05-12 19:46:00+00:00,-90
2024-05-12 19:47:00+00:00,-90
2024-05-12 19:48:00+00:00,-90
2024-05-12 19:49:00+00:00,-89
2024-05-12 19:50:00+00:00,-86
2024-05-12 19:51:00+00:00,-86
2024-05-12 19:52:00+00:00,-86
2024-05-12 19:53:00+00:00,-89
2024-05-12 19:54:00+00:00,-91
2024-05-12 19:55:00+00:00,-91
2024-05-12 19:56:00+00:00,-90
2024-05-12 19:57:00+00:00,-89
2024-05-12 19:58:00+00:00,-88
2024-05-12 19:59:00+00:00,-87
2024-05-12 20:00:00+00:00,-86
2024-05-12 20:01:00+00:00,-85
2024-05-12 20:02:00+00:00,-85
2024-05-12 20:03:00+00:00,-86
2024-05-12 20:04:00+00:00,-88
2024-05-12 20:05:00+00:00,-87
2024-05-12 20:06:00+00:00,-85
2024-05-12 20:07:00+00:00,-84
2024-05-12 20:08:00+00:00,-84
2024-05-12 20:09:00+00:00,-85
2024-05-12 20:10:00+00:00,-85
2024-05-12 20:11:00+00:00,-85
2024-05-12 20:12:00+00:00,-85
2024-05-12 20:13:00+00:00,-85
2024-05-12 20:14:00+00:00,-85
2024-05-12 20:15:00+00:00,-85
2024-05-12 20:16:00+00:00,-84
2024-05-12 20:17:00+00:00,-83
2024-05-12 20:18:00+00:00,-84
2024-05-12 20:19:00+00:00,-84
2024-05-12 20:20:00+00:00,-84
2024-05-12 20:21:00+00:00,-84
2024-05-12 20:22:00+00:00,-84
2024-05-12 20:23:00+00:00,-83
2024-05-12 20:24:00+00:00,-82
2024-05-12 20:25:00+00:00,-82
2024-05-12 20:26:00+00:00,-83
2024-05-12 20:27:00+00:00,-83
2024-05-12 20:28:00+00:00,-83
2024-05-12 20:29:00+00:00,-83
2024-05-12 20:30:00+00:00,-82
2024-05-12 20:31:00+00:00,-81
2024-05-12 20:32:00+00:00,-79
2024-05-12 20:33:00+00:00,-79
2024-05-12 20:34:00+00:00,-79
2024-05-12 20:35:00+00:00,-79
2024-05-12 20:36:00+00:00,-78
2024-05-12 20:37:00+00:00,-79
2024-05-12 20:38:00+00:00,-78
2024-05-12 20:39:00+00:00,-77
2024-05-12 20:40:00+00:00,-77
2024-05-12 20:41:00+00:00,-78
2024-05-12 20:42:00+00:00,-78
2024-05-12 20:43:00+00:00,-78
2024-05-12 20:44:00+00:00,-78
2024-05-12 20:45:00+00:00,-79
2024-05-12 20:46:00+00:00,-79
2024-05-12 20:47:00+00:00,-78
2024-05-12 20:48:00+00:00,-78
2024-05-12 20:49:00+00:00,-77
2024-05-12 20:50:00+00:00,-78
2024-05-12 20:51:00+00:00,-77
2024-05-12 20:52:00+00:00,-75
2024-05-12 20:53:00+00:00,-75
2024-05-12 20:54:00+00:00,-76
2024-05-12 20:55:00+00:00,-76
2024-05-12 20:56:00+00:00,-77
2024-05-12 20:57:00+00:00,-76
2024-05-12 20:58:00+00:00,-74
2024-05-12 20:59:00+00:00,-72
2024-05-12 21:00:00+00:00,-73
2024-05-12 21:01:00+00:00,-74
2024-05-12 21:02:00+00:00,-74
2024-05-12 21:03:00+00:00,-74
2024-05-12 21:04:00+00:00,-75
2024-05-12 21:05:00+00:00,-77
2024-05-12 21:06:00+00:00,-78
2024-05-12 21:07:00+00:00,-79
2024-05-12 21:08:00+00:00,-79
2024-05-12 21:09:00+00:00,-79
2024-05-12 21:10:00+00:00,-78
2024-05-12 21:11:00+00:00,-76
2024-05-12 21:12:00+00:00,-75
2024-05-12 21:13:00+00:00,-75
2024-05-12 21:14:00+00:00,-75
2024-05-12 21:15:00+00:00,-76
2024-05-12 21:16:00+00:00,-77
2024-05-12 21:17:00+00:00,-78
2024-05-12 21:18:00+00:00,-78
2024-05-12 21:19:00+00:00,-78
2024-05-12 21:20:00+00:00,-79
2024-05-12 21:21:00+00:00,-79
2024-05-12 21:22:00+00:00,-79
2024-05-12 21:23:00+00:00,-79
2024-05-12 21:24:00+00:00,-79
2024-05-12 21:25:00+00:00,-80
2024-05-12 21:26:00+00:00,-81
2024-05-12 21:27:00+00:00,-81
2024-05-12 21:28:00+00:00,-79
2024-05-12 21:29:00+00:00,-78
2024-05-12 21:30:00+00:00,-78
2024-05-12 21:31:00+00:00,-78
2024-05-12 21:32:00+00:00,-78
2024-05-12 21:33:00+00:00,-78
2024-05-12 21:34:00+00:00,-78
2024-05-12 21:35:00+00:00,-77
2024-05-12 21:36:00+00:00,-76
2024-05-12 21:37:00+00:00,-76
2024-05-12 21:38:00+00:00,-77
2024-05-12 21:39:00+00:00,-78
2024-05-12 21:40:00+00:00,-79
2024-05-12 21:41:00+00:00,-76
2024-05-12 21:42:00+00:00,-76
2024-05-12 21:43:00+00:00,-76
2024-05-12 21:44:00+00:00,-76
2024-05-12 21:45:00+00:00,-76
2024-05-12 21:46:00+00:00,-75
2024-05-12 21:47:00+00:00,-76
2024-05-12 21:48:00+00:00,-75
2024-05-12 21:49:00+00:00,-73
2024-05-12 21:50:00+00:00,-70
2024-05-12 21:51:00+00:00,-69
2024-05-12 21:52:00+00:00,-69
2024-05-12 21:53:00+00:00,-70
2024-05-12 21:54:00+00:00,-71
2024-05-12 21:55:00+00:00,-73
2024-05-12 21:56:00+00:00,-74
2024-05-12 21:57:00+00:00,-75
2024-05-12 21:58:00+00:00,-74
2024-05-12 21:59:00+00:00,-75
2024-05-12 22:00:00+00:00,-77
2024-05-12 22:01:00+00:00,-77
2024-05-12 22:02:00+00:00,-78
2024-05-12 22:03:00+00:00,-78
2024-05-12 22:04:00+00:00,-79
2024-05-12 22:05:00+00:00,-79
2024-05-12 22:06:00+00:00,-78
2024-05-12 22:07:00+00:00,-75
2024-05-12 22:08:00+00:00,-75
2024-05-12 22:09:00+00:00,-75
2024-05-12 22:10:00+00:00,-75
2024-05-12 22:11:00+00:00,-76
2024-05-12 22:12:00+00:00,-75
2024-05-12 22:13:00+00:00,-61
2024-05-12 22:14:00+00:00,-60
2024-05-12 22:15:00+00:00,-67
2024-05-12 22:16:00+00:00,-77
2024-05-12 22:17:00+00:00,-77
2024-05-12 22:18:00+00:00,-75
2024-05-12 22:19:00+00:00,-75
2024-05-12 22:20:00+00:00,-73
2024-05-12 22:21:00+00:00,-72
2024-05-12 22:22:00+00:00,-71
2024-05-12 22:23:00+00:00,-68
2024-05-12 22:24:00+00:00,-61
2024-05-12 22:25:00+00:00,-68
2024-05-12 22:26:00+00:00,-68
2024-05-12 22:27:00+00:00,-65
2024-05-12 22:28:00+00:00,-63
2024-05-12 22:29:00+00:00,-72
2024-05-12 22:30:00+00:00,-85
2024-05-12 22:31:00+00:00,-95
2024-05-12 22:32:00+00:00,-99
2024-05-12 22:33:00+00:00,-94
2024-05-12 22:34:00+00:00,-96
2024-05-12 22:35:00+00:00,-88
2024-05-12 22:36:00+00:00,-83
2024-05-12 22:37:00+00:00,-85
2024-05-12 22:38:00+00:00,-88
2024-05-12 22:39:00+00:00,-88
2024-05-12 22:40:00+00:00,-91
2024-05-12 22:41:00+00:00,-97
2024-05-12 22:42:00+00:00,-99
2024-05-12 22:43:00+00:00,-102
2024-05-12 22:44:00+00:00,-103
2024-05-12 22:45:00+00:00,-102
2024-05-12 22:46:00+00:00,-103
2024-05-12 22:47:00+00:00,-105
2024-05-12 22:48:00+00:00,-105
2024-05-12 22:49:00+00:00,-102
2024-05-12 22:50:00+00:00,-105
2024-05-12 22:51:00+00:00,-106
2024-05-12 22:52:00+00:00,-104
2024-05-12 22:53:00+00:00,-103
2024-05-12 22:54:00+00:00,-103
2024-05-12 22:55:00+00:00,-103
2024-05-12 22:56:00+00:00,-101
2024-05-12 22:57:00+00:00,-97
2024-05-12 22:58:00+00:00,-95
2024-05-12 22:59:00+00:00,-98
2024-05-12 23:00:00+00:00,-102
2024-05-12 23:01:00+00:00,-102
2024-05-12 23:02:00+00:00,-101
2024-05-12 23:03:00+00:00,-99
2024-05-12 23:04:00+00:00,-96
2024-05-12 23:05:00+00:00,-97
2024-05-12 23:06:00+00:00,-97
2024-05-12 23:07:00+00:00,-96
2024-05-12 23:08:00+00:00,-95
2024-05-12 23:09:00+00:00,-94
2024-05-12 23:10:00+00:00,-96
2024-05-12 23:11:00+00:00,-97
2024-05-12 23:12:00+00:00,-96
2024-05-12 23:13:00+00:00,-96
2024-05-12 23:14:00+00:00,-93
2024-05-12 23:15:00+00:00,-89
2024-05-12 23:16:00+00:00,-86
2024-05-12 23:17:00+00:00,-84
2024-05-12 23:18:00+00:00,-83
2024-05-12 23:19:00+00:00,-82
2024-05-12 23:20:00+00:00,-82
2024-05-12 23:21:00+00:00,-81
2024-05-12 23:22:00+00:00,-82
2024-05-12 23:23:00+00:00,-82
2024-05-12 23:24:00+00:00,-83
2024-05-12 23:25:00+00:00,-84
2024-05-12 23:26:00+00:00,-86
2024-05-12 23:27:00+00:00,-86
2024-05-12 23:28:00+00:00,-88
2024-05-12 23:29:00+00:00,-86
2024-05-12 23:30:00+00:00,-84
2024-05-12 23:31:00+00:00,-81
2024-05-12 23:32:00+00:00,-80
2024-05-12 23:33:00+00:00,-81
2024-05-12 23:34:00+00:00,-82
2024-05-12 23:35:00+00:00,-81
2024-05-12 23:36:00+00:00,-79
2024-05-12 23:37:00+00:00,-78
2024-05-12 23:38:00+00:00,-77
2024-05-12 23:39:00+00:00,-78
2024-05-12 23:40:00+00:00,-80
2024-05-12 23:41:00+00:00,-79
2024-05-12 23:42:00+00:00,-77
2024-05-12 23:43:00+00:00,-76
2024-05-12 23:44:00+00:00,-77
2024-05-12 23:45:00+00:00,-77
2024-05-12 23:46:00+00:00,-79
2024-05-12 23:47:00+00:00,-79
2024-05-12 23:48:00+00:00,-79
2024-05-12 23:49:00+00:00,-78
2024-05-12 23:50:00+00:00,-78
2024-05-12 23:51:00+00:00,-78
2024-05-12 23:52:00+00:00,-78
2024-05-12 23:53:00+00:00,-77
2024-05-12 23:54:00+00:00,-78
2024-05-12 23:55:00+00:00,-80
2024-05-12 23:56:00+00:00,-80
2024-05-12 23:57:00+00:00,-81
2024-05-12 23:58:00+00:00,-82
2024-05-12 23:59:00+00:00,-83
2024-05-13 00:00:00+00:00,-80
2024-05-13 00:01:00+00:00,-80
2024-05-13 00:02:00+00:00,-82
2024-05-13 00:03:00+00:00,-82
2024-05-13 00:04:00+00:00,-84
2024-05-13 00:05:00+00:00,-83
2024-05-13 00:06:00+00:00,-82
2024-05-13 00:07:00+00:00,-84
2024-05-13 00:08:00+00:00,-84
2024-05-13 00:09:00+00:00,-82
2024-05-13 00:10:00+00:00,-83
2024-05-13 00:11:00+00:00,-84
2024-05-13 00:12:00+00:00,-83
2024-05-13 00:13:00+00:00,-83
2024-05-13 00:14:00+00:00,-83
2024-05-13 00:15:00+00:00,-83
2024-05-13 00:16:00+00:00,-82
2024-05-13 00:17:00+00:00,-82
2024-05-13 00:18:00+00:00,-82
2024-05-13 00:19:00+00:00,-81
2024-05-13 00:20:00+00:00,-80
2024-05-13 00:21:00+00:00,-80
2024-05-13 00:22:00+00:00,-80
2024-05-13 00:23:00+00:00,-80
2024-05-13 00:24:00+00:00,-79
2024-05-13 00:25:00+00:00,-79
2024-05-13 00:26:00+00:00,-78
2024-05-13 00:27:00+00:00,-78
2024-05-13 00:28:00+00:00,-78
2024-05-13 00:29:00+00:00,-77
2024-05-13 00:30:00+00:00,-78
2024-05-13 00:31:00+00:00,-77
2024-05-13 00:32:00+00:00,-78
2024-05-13 00:33:00+00:00,-78
2024-05-13 00:34:00+00:00,-78
2024-05-13 00:35:00+00:00,-77
2024-05-13 00:36:00+00:00,-75
2024-05-13 00:37:00+00:00,-75
2024-05-13 00:38:00+00:00,-75
2024-05-13 00:39:00+00:00,-74
2024-05-13 00:40:00+00:00,-74
2024-05-13 00:41:00+00:00,-73
2024-05-13 00:42:00+00:00,-74
2024-05-13 00:43:00+00:00,-73
2024-05-13 00:44:00+00:00,-73
2024-05-13 00:45:00+00:00,-72
2024-05-13 00:46:00+00:00,-73
2024-05-13 00:47:00+00:00,-72
2024-05-13 00:48:00+00:00,-72
2024-05-13 00:49:00+00:00,-71
2024-05-13 00:50:00+00:00,-72
2024-05-13 00:51:00+00:00,-72
2024-05-13 00:52:00+00:00,-72
2024-05-13 00:53:00+00:00,-72
2024-05-13 00:54:00+00:00,-72
2024-05-13 00:55:00+00:00,-74
2024-05-13 00:56:00+00:00,-74
2024-05-13 00:57:00+00:00,-74
2024-05-13 00:58:00+00:00,-74
2024-05-13 00:59:00+00:00,-75
2024-05-13 01:00:00+00:00,-74
2024-05-13 01:01:00+00:00,-74
2024-05-13 01:02:00+00:00,-75
2024-05-13 01:03:00+00:00,-75
2024-05-13 01:04:00+00:00,-75
2024-05-13 01:05:00+00:00,-75
2024-05-13 01:06:00+00:00,-75
2024-05-13 01:07:00+00:00,-75
2024-05-13 01:08:00+00:00,-76
2024-05-13 01:09:00+00:00,-76
2024-05-13 01:10:00+00:00,-77
2024-05-13 01:11:00+00:00,-76
2024-05-13 01:12:00+00:00,-75
2024-05-13 01:13:00+00:00,-75
2024-05-13 01:14:00+00:00,-74
2024-05-13 01:15:00+00:00,-74
2024-05-13 01:16:00+00:00,-74
2024-05-13 01:17:00+00:00,-74
2024-05-13 01:18:00+00:00,-75
2024-05-13 01:19:00+00:00,-75
2024-05-13 01:20:00+00:00,-76
2024-05-13 01:21:00+00:00,-74
2024-05-13 01:22:00+00:00,-75
2024-05-13 01:23:00+00:00,-75
2024-05-13 01:24:00+00:00,-75
2024-05-13 01:25:00+00:00,-74
2024-05-13 01:26:00+00:00,-73
2024-05-13 01:27:00+00:00,-75
2024-05-13 01:28:00+00:00,-74
2024-05-13 01:29:00+00:00,-75
2024-05-13 01:30:00+00:00,-77
2024-05-13 01:31:00+00:00,-78
2024-05-13 01:32:00+00:00,-78
2024-05-13 01:33:00+00:00,-79
2024-05-13 01:34:00+00:00,-79
2024-05-13 01:35:00+00:00,-79
2024-05-13 01:36:00+00:00,-79
2024-05-13 01:37:00+00:00,-79
2024-05-13 01:38:00+00:00,-80
2024-05-13 01:39:00+00:00,-81
2024-05-13 01:40:00+00:00,-82
2024-05-13 01:41:00+00:00,-83
2024-05-13 01:42:00+00:00,-84
2024-05-13 01:43:00+00:00,-84
2024-05-13 01:44:00+00:00,-86
2024-05-13 01:45:00+00:00,-86
2024-05-13 01:46:00+00:00,-87
2024-05-13 01:47:00+00:00,-87
2024-05-13 01:48:00+00:00,-89
2024-05-13 01:49:00+00:00,-89
2024-05-13 01:50:00+00:00,-90
2024-05-13 01:51:00+00:00,-91
2024-05-13 01:52:00+00:00,-92
2024-05-13 01:53:00+00:00,-93
2024-05-13 01:54:00+00:00,-93
2024-05-13 01:55:00+00:00,-93
2024-05-13 01:56:00+00:00,-92
2024-05-13 01:57:00+00:00,-91
2024-05-13 01:58:00+00:00,-91
2024-05-13 01:59:00+00:00,-90
2024-05-13 02:00:00+00:00,-89
2024-05-13 02:01:00+00:00,-89
2024-05-13 02:02:00+00:00,-90
2024-05-13 02:03:00+00:00,-90
2024-05-13 02:04:00+00:00,-90
2024-05-13 02:05:00+00:00,-90
2024-05-13 02:06:00+00:00,-90
2024-05-13 02:07:00+00:00,-90
2024-05-13 02:08:00+00:00,-90
2024-05-13 02:09:00+00:00,-91
2024-05-13 02:10:00+00:00,-90
2024-05-13 02:11:00+00:00,-90
2024-05-13 02:12:00+00:00,-90
2024-05-13 02:13:00+00:00,-88
2024-05-13 02:14:00+00:00,-87
2024-05-13 02:15:00+00:00,-87
2024-05-13 02:16:00+00:00,-87
2024-05-13 02:17:00+00:00,-87
2024-05-13 02:18:00+00:00,-87
2024-05-13 02:19:00+00:00,-86
2024-05-13 02:20:00+00:00,-87
2024-05-13 02:21:00+00:00,-88
2024-05-13 02:22:00+00:00,-87
2024-05-13 02:23:00+00:00,-88
2024-05-13 02:24:00+00:00,-88
2024-05-13 02:25:00+00:00,-87
2024-05-13 02:26:00+00:00,-86
2024-05-13 02:27:00+00:00,-87
2024-05-13 02:28:00+00:00,-87
2024-05-13 02:29:00+00:00,-88
2024-05-13 02:30:00+00:00,-88
2024-05-13 02:31:00+00:00,-88
2024-05-13 02:32:00+00:00,-89
2024-05-13 02:33:00+00:00,-90
2024-05-13 02:34:00+00:00,-89
2024-05-13 02:35:00+00:00,-90
2024-05-13 02:36:00+00:00,-91
2024-05-13 02:37:00+00:00,-91
2024-05-13 02:38:00+00:00,-90
2024-05-13 02:39:00+00:00,-91
2024-05-13 02:40:00+00:00,-91
2024-05-13 02:41:00+00:00,-90
2024-05-13 02:42:00+00:00,-91
2024-05-13 02:43:00+00:00,-91
2024-05-13 02:44:00+00:00,-90
2024-05-13 02:45:00+00:00,-90
2024-05-13 02:46:00+00:00,-89
2024-05-13 02:47:00+00:00,-90
2024-05-13 02:48:00+00:00,-90
2024-05-13 02:49:00+00:00,-89
2024-05-13 02:50:00+00:00,-88
2024-05-13 02:51:00+00:00,-88
2024-05-13 02:52:00+00:00,-88
2024-05-13 02:53:00+00:00,-87
2024-05-13 02:54:00+00:00,-85
2024-05-13 02:55:00+00:00,-83
2024-05-13 02:56:00+00:00,-83
2024-05-13 02:57:00+00:00,-83
2024-05-13 02:58:00+00:00,-84
2024-05-13 02:59:00+00:00,-84
2024-05-13 03:00:00+00:00,-84
2024-05-13 03:01:00+00:00,-85
2024-05-13 03:02:00+00:00,-85
2024-05-13 03:03:00+00:00,-84
2024-05-13 03:04:00+00:00,-84
2024-05-13 03:05:00+00:00,-83
2024-05-13 03:06:00+00:00,-83
2024-05-13 03:07:00+00:00,-84
2024-05-13 03:08:00+00:00,-85
2024-05-13 03:09:00+00:00,-85
2024-05-13 03:10:00+00:00,-84
2024-05-13 03:11:00+00:00,-83
2024-05-13 03:12:00+00:00,-82
2024-05-13 03:13:00+00:00,-81
2024-05-13 03:14:00+00:00,-81
2024-05-13 03:15:00+00:00,-80
2024-05-13 03:16:00+00:00,-79
2024-05-13 03:17:00+00:00,-80
2024-05-13 03:18:00+00:00,-81
2024-05-13 03:19:00+00:00,-83
2024-05-13 03:20:00+00:00,-85
2024-05-13 03:21:00+00:00,-87
2024-05-13 03:22:00+00:00,-89
2024-05-13 03:23:00+00:00,-91
2024-05-13 03:24:00+00:00,-94
2024-05-13 03:25:00+00:00,-95
2024-05-13 03:26:00+00:00,-97
2024-05-13 03:27:00+00:00,-99
2024-05-13 03:28:00+00:00,-99
2024-05-13 03:29:00+00:00,-98
2024-05-13 03:30:00+00:00,-96
2024-05-13 03:31:00+00:00,-95
2024-05-13 03:32:00+00:00,-94
2024-05-13 03:33:00+00:00,-93
2024-05-13 03:34:00+00:00,-93
2024-05-13 03:35:00+00:00,-92
2024-05-13 03:36:00+00:00,-91
2024-05-13 03:37:00+00:00,-92
2024-05-13 03:38:00+00:00,-93
2024-05-13 03:39:00+00:00,-95
2024-05-13 03:40:00+00:00,-95
2024-05-13 03:41:00+00:00,-95
2024-05-13 03:42:00+00:00,-94
2024-05-13 03:43:00+00:00,-93
2024-05-13 03:44:00+00:00,-94
2024-05-13 03:45:00+00:00,-94
2024-05-13 03:46:00+00:00,-94
2024-05-13 03:47:00+00:00,-94
2024-05-13 03:48:00+00:00,-95
2024-05-13 03:49:00+00:00,-94
2024-05-13 03:50:00+00:00,-95
2024-05-13 03:51:00+00:00,-95
2024-05-13 03:52:00+00:00,-95
2024-05-13 03:53:00+00:00,-96
2024-05-13 03:54:00+00:00,-96
2024-05-13 03:55:00+00:00,-97
2024-05-13 03:56:00+00:00,-97
2024-05-13 03:57:00+00:00,-97
2024-05-13 03:58:00+00:00,-99
2024-05-13 03:59:00+00:00,-100
2024-05-13 04:00:00+00:00,-100
